handle,title,vendor,product_category,type,tags,published,sku,grams,price,compare_at_price,requires_shipping,taxable,image_src,description,brand,features,material,returns,warranty,product_url
copy-of-jaquar-chandelier-lancia-3-head-gold-decorative-light,Jaquar Chandelier 6 LT frosted glass  Decorative Light,Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,True,Dummy,0,13500,13500,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DCH-CHR-MD160275216A_1.png?v=1698734545,"Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
  Cartridge Sleeve
  Wall Flange (with Seals)
  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",Jaquar,"Net Weight (Kg): 5
Wattage: E-14 LED 4W x 6
Color: Chrome Finish
D: 800mm
H: 1000",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/copy-of-jaquar-chandelier-lancia-3-head-gold-decorative-light
copy-of-jaquar-lt-smoky-glass-decorative-ceiling-lights,Jaquar Chandelier Lancia 3 Head Gold Decorative Light,Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,True,Dummy,0,33900,33900,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DCO-GLD-AS8051D25.jpg?v=1698726829,"Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
  Cartridge Sleeve
  Wall Flange (with Seals)
  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",Jaquar,"Color: Gold
Material: Brass casting
No. of heads: 3
Cap type: E14
Wattage: 3 x 4 W LED
Dimension (mm):  250 x H 200
Weight (Kg): 2",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/copy-of-jaquar-lt-smoky-glass-decorative-ceiling-lights
copy-of-jaquar-1-lt-frosted-glass-wall-lamp-1,Jaquar  LT Smoky Glass Decorative Ceiling Lights,Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,True,Dummy,0,4700,4700,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DPN-CHR-MD150031291B.png?v=1698723221,"Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
  Cartridge Sleeve
  Wall Flange (with Seals)
  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",Jaquar,"Fixture Height: 220
Net Weight (Kg): 1
Wattage E-27 LED 9W x 1
D: 200
H: 1200",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/copy-of-jaquar-1-lt-frosted-glass-wall-lamp-1
copy-of-jaquar-1-lt-pendant-decorative-ceiling-light,Jaquar 1 LT Frosted Glass Wall Lamp,Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,True,Dummy,0,1975,1975,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DWL-CHR-MB160275541A.jpg?v=1698668648,"Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
  Cartridge Sleeve
  Wall Flange (with Seals)
  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",Jaquar,"Range: Wall Light
Net Weight (Kg) 0.6500
Wattage E-27 LED 7W x 1
Width (mm): 120
Length (mm): 150",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/copy-of-jaquar-1-lt-pendant-decorative-ceiling-light
copy-of-jaquar-1-lt-aluminium-globe-shape-with-copper-finishing-pendant,Jaquar 1 LT Pendant Decorative Ceiling Light,Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,True,Dummy,0,3480,3480,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DPN-BRS-SLPEA020BE27.jpg?v=1698665066,"Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
  Cartridge Sleeve
  Wall Flange (with Seals)
  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",Jaquar,"Net Weight  (Kg): 0.8000
Color: Shiny Brass Finish
Wattage E-27 LED 9W x 1
Dimension: D (mm) 250",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/copy-of-jaquar-1-lt-aluminium-globe-shape-with-copper-finishing-pendant
copy-of-jaquar-table-top-basin-ars-wht-39901,Jaquar 1 LT Aluminium globe shape with Copper finishing Pendant,Better Home,Home & Garden > Lighting,Decorative Ceiling Lights,Electricals,True,Dummy,0,9500,9500,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DPN-COP-SLPEA089AE27_f06edc25-dad8-48ff-84b1-897929bf34fd.jpg?v=1698663077,"Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
  Cartridge Sleeve
  Wall Flange (with Seals)
  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",Jaquar,"Net Weight (Kg): 1.7000
Color: Copper Finish
Wattage E-27 LED 9W x 1
Dimension: D (mm) 400 H (mm) 1200",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/copy-of-jaquar-table-top-basin-ars-wht-39901
copy-of-jaquar-counter-top-wash-basin-drs-wht-37601,Jaquar Table Top Basin ARS-WHT-39901,Better Home,Home & Garden > Bathroom Accessories,Wash Basin,Bathroom and Kitchen fixtures,True,SAWA0589-01,0,4690,4690,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ARS-WHT-39901.jpg?v=1698647594,"Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
  Cartridge Sleeve
  Wall Flange (with Seals)
  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",Jaquar,Anti-Bacterial Glaze on Ceramic,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/copy-of-jaquar-counter-top-wash-basin-drs-wht-37601
jaquar-counter-top-wash-basin-drs-wht-37601,Jaquar Counter Top Wash Basin DRS-WHT-37601,Better Home,Home & Garden > Bathroom Accessories,Wash Basin,Bathroom and Kitchen fixtures,True,SAWA0588-01,0,6790,6790,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/DRS-WHT-37601.jpg?v=1698646132,"Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
  Cartridge Sleeve
  Wall Flange (with Seals)
  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",Jaquar,"Modern Design with Rectangular Shape
Slim Edges
Matching with Water Closet Design
With Tap Hole
Anti-Bacterial Glaze on Ceramic
Smooth Glaze Surface
Material - Vitreous China (VC)",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/jaquar-counter-top-wash-basin-drs-wht-37601
copy-of-jaquar-overhead-shower-ohs-chr-1605,Jaquar OverHead Shower OHS-CHR-1989,Better Home,,Shower,"Bathroom and Kitchen fixtures, Bathroom Fixtures, Bathroom Shower Set, Bathroom Showers, Handheld Showers, jaquar maze, Jaquar Showers, maze shower, maze square showers, OverHead Shower, Overhead Showers, Shower, Shower Arm, Shower Bath, Shower Holder, Shower Panels, Shower Rail, Shower Set, Shower Tube, Showers",True,SWOS1001-6972,0,4500,4500,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/OHS-CHR-1989.jpg?v=1698483251,"Maze Overhead Shower
 150X150mm Square Shape Single Flow (Body & Face Plate Stainless Steel with Chrome Finish) with Rubit Cleaning System",Jaquar,,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/copy-of-jaquar-overhead-shower-ohs-chr-1605
copy-of-jaquar-continental-sink-cock-con-chr-357kn,Jaquar Towel Ring Continental ACN-CHR-1121BN,Better Home,Hardware > Plumbing > Plumbing Fixtures > Faucets,Towel Ring,"back flow prevtor health faucet, Bathroom and Kitchen fixtures, Bathroom Fittings, Faucet, Faucets, flexible pipe health faucet, hand shower, health faucet, jaquar health faucet, Tap, toilet hand shower, toilet health faucet, Water Taps",True,SWTR1002-7939,0,1725,1725,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ACN-CHR-1121BN.jpg?v=1698479485,"Hand Shower (Health Faucet)
 With 8mm Dia
  1 Meter Long Flexible Tube & Wall Hook with N.R.V (Back Flow Preventer)
 Finish : Chrome",Jaquar,Finish: Chrome,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/copy-of-jaquar-continental-sink-cock-con-chr-357kn
copy-of-jaquar-health-faucet-ald-chr-573,Jaquar Continental Sink Cock CON-CHR-357KN,Better Home,Hardware > Plumbing > Plumbing Fixtures > Faucets,Faucet,"back flow prevtor health faucet, Bathroom and Kitchen fixtures, Bathroom Fittings, Faucet, Faucets, flexible pipe health faucet, hand shower, health faucet, jaquar health faucet, Tap, toilet hand shower, toilet health faucet, Water Taps",True,HAFA1469-22707180,0,2150,2150,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/CON-CHR-357KN.jpg?v=1698478473,"Hand Shower (Health Faucet)
 With 8mm Dia
  1 Meter Long Flexible Tube & Wall Hook with N.R.V (Back Flow Preventer)
 Finish : Chrome",Jaquar,Finish: Chrome,,Immediately return goods on delivery in case of any damages found.,10 year manufacturer warranty,https://betterhomeapp.com/products/copy-of-jaquar-health-faucet-ald-chr-573
copy-of-jaquar-angle-cock-astra-aqt-chr-3057p,Jaquar Wall Hung Integrated Wash Basin ONS-WHT-10801,Better Home,,Wash Basin,Bathroom and Kitchen fixtures,True,SWWB1001-7991,0,10700,10700,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ONS-WHT-10801_e64aadbe-0f91-41bb-b6b0-677b3942fb0b.jpg?v=1698465212,"Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
  Cartridge Sleeve
  Wall Flange (with Seals)
  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",Jaquar,Range: Ornamix,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/copy-of-jaquar-angle-cock-astra-aqt-chr-3057p
jaquar-nero-surface-square-downlighter-led-surface-light-6w-12w-18w,Jaquar Nero Surface Square Downlighter LED Surface Light 6W 12W 18W,Better Home,,Commercial Indoor Lighting,"buy ceiling lights, Electricals, Soft Light LED",True,ELDU0013-01,0,1350,1350,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ELDU0013.jpg?v=1698412444,,Jaquar,"LED Nero Surface Square
 Power Consumption: 18W
 Power Consumption: Available in 6W, 12W
 Surface-mounted square panel with die cast aluminium housing.",,Immediately return goods on delivery in case of any damages found.,5 Years manufacturer warranty,https://betterhomeapp.com/products/jaquar-nero-surface-square-downlighter-led-surface-light-6w-12w-18w
jaquar-nero-surface-round-downlighter-led-surface-light-6w-12w-18w,Jaquar Nero Surface Round Downlighter LED Surface Light 6W 12W 18W,Better Home,,Commercial Indoor Lighting,"buy ceiling lights, Electricals, Soft Light LED",True,ELDU0012-01,0,1350,1350,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ELDU0012.png?v=1698411813,,Jaquar,"LED Nero Surface Round
 Power Consumption: 18W
 Power Consumption: Available in 6W, 12W
 Surface-mounted round panel with die cast aluminium housing.",,Immediately return goods on delivery in case of any damages found.,5 Years manufacturer warranty,https://betterhomeapp.com/products/jaquar-nero-surface-round-downlighter-led-surface-light-6w-12w-18w
jaquar-areva-prime-downlighter-6w-9w-12w-15w-18w-24w,Jaquar Areva Prime Downlighter LED Panel Light 6W 9W 12W 15W 18W 24W,Better Home,,Commercial Indoor Lighting,"buy ceiling lights, Electricals, Soft Light LED",True,ELDU0011-01,0,1240,1240,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/1000118327_large_0a8e738b-a9eb-414a-bedc-2681836555db.jpg?v=1698410879,"LED Areva Prime Round 
Product Codes:  IDL-WHT-LARP01R006XW IDL-WHT-LARP01R006XN IDL-WHT-LARP01R006XC IDL-WHT-LARP01R009XW IDL-WHT-LARP01R009XN IDL-WHT-LARP01R009XC IDL-WHT-LARP01R012XW IDL-WHT-LARP01R012XN IDL-WHT-LARP01R012XC IDL-WHT-LARP01R015XW IDL-WHT-LARP01R015XN IDL-WHT-LARP01R015XC IDL-WHT-LARP01R018XW IDL-WHT-LARP01R018XN IDL-WHT-LARP01R018XC IDL-WHT-LARP01R024XW IDL-WHT-LARP01R024XN IDL-WHT-LARP01R024XC",Jaquar,"LED Areva Prime Round
 Power Consumption: 18W
 Power Consumption: Available in 6W, 9W, 12W, 15W, 18W, 24W
 Recess-mounted, maintenance-free, round downlight with die cast aluminium housing and sleek backlit design suitable for low height ceiling",,Immediately return goods on delivery in case of any damages found.,2 Years manufacturer warranty,https://betterhomeapp.com/products/jaquar-areva-prime-downlighter-6w-9w-12w-15w-18w-24w
copy-of-jaquar-queens-prime-faucet-qqp-chr-7079nkpm-1,Jaquar Florentine 2-Way Bib Tap with Wall Flange FLR-CHR-5041N,Better Home,,Faucet,"Bathroom and Kitchen fixtures, Bathroom Fittings, Faucet, Faucets, Jaquar single lever hi-flow diverter, Single lever Hi-flow diverter, Tap, Water Taps",True,SAFA0408-01,0,2250,2250,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/FLR-CHR-5041N_3.jpg?v=1698407836,"Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever
  Cartridge Sleeve
  Wall Flange (with Seals)
  Button Assembly Sleeve & Button (Compatible with Item ALD-079N)",Jaquar,,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty; Please contact the brand service center,https://betterhomeapp.com/products/copy-of-jaquar-queens-prime-faucet-qqp-chr-7079nkpm-1
jaquar-health-faucet-ald-chr-573,Jaquar Health Faucet ALD-573,Better Home,Hardware > Plumbing > Plumbing Fixtures > Faucets,Faucet,"back flow prevtor health faucet, Bathroom and Kitchen fixtures, Bathroom Fittings, Faucet, Faucets, flexible pipe health faucet, hand shower, health faucet, jaquar health faucet, Tap, toilet hand shower, toilet health faucet, Water Taps",True,SATA0003-11348794,0,1725,1725,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ALD-CHR-573_1.jpg?v=1698393481,"Hand Shower (Health Faucet)
 With 8mm Dia
  1 Meter Long Flexible Tube & Wall Hook with N.R.V (Back Flow Preventer)
 Finish : Chrome",Jaquar,"Type : Health Faucet
 Soft Water Flow
 Advanced Water Saving Flow Regulator
 Higher Longevity
 Operates Smoothly
 Optimum Flow and Temperature
 Higher Durability (0.3 Chrome + 10 Nickel)",,Immediately return goods on delivery in case of any damages found.,10 year manufacturer warranty,https://betterhomeapp.com/products/jaquar-health-faucet-ald-chr-573
somany-valor-mortar-gris-600x600mm-tile-1-box,Somany Valor Mortar Gris 600x600mm Tile - 1 Box,Better Home,Hardware > Building Materials > Wall & Ceiling Tile,Tiles,Garden & Outdoor,True,FLTI008201,0,853,1194,False,False,,,Somany,"2 pieces in a box
 600x600mm",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/somany-valor-mortar-gris-600x600mm-tile-1-box
somany-grande-imp-cellar-grey-rt-600x1200mm-tile-1-box,Somany Grande Imp Cellar Grey RT 600x1200mm Tile - 1 Box,Better Home,Hardware > Building Materials > Wall & Ceiling Tile,Tiles,Garden & Outdoor,True,FLTI0081-01,0,1163,1643,False,False,,,Somany,"2 pieces in a box
 600x600mm",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/somany-grande-imp-cellar-grey-rt-600x1200mm-tile-1-box
somany-valor-giza-rust-600x600mm-tile-1-box,Somany Valor Giza Rust 600x600mm Tile - 1 Box,Better Home,Hardware > Building Materials > Wall & Ceiling Tile,Tiles,Garden & Outdoor,True,FLTI0080-01,0,853,1194,False,False,,,Somany,"2 pieces in a box
 600x600mm",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/somany-valor-giza-rust-600x600mm-tile-1-box
copy-of-somany-grande-imp-pertinax-600x1200mm-tile-1-box,Somany Enorme Imp Darko Creme 800x1600mm Tile - 1 Box,Better Home,Hardware > Building Materials > Wall & Ceiling Tile,Tiles,Garden & Outdoor,True,FLTI0079-01,0,2343,3583,False,False,,,Somany,"2 pieces in a box
  800x1600mm",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/copy-of-somany-grande-imp-pertinax-600x1200mm-tile-1-box
astral-cleo-4-layer-water-tank-1000litres,Astral Cleo 4 Layer Water Tank 1000Litres,Better Home,Hardware > Building Materials,Water Tank,"Bathroom and Kitchen fixtures, Water Tank, water tank 100 litre price",True,HAWA0162 - 24469039,0,0,0,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Astral-Cleo-Water-Tank-Anti-viral.png?v=1725851804,Buy original astral water tanks with bill and warranty at wholesale prices in Better Home. Astral Cleo Water Tanks are India's first anti-viral water tanks equipped with an innovative inner layer that has embedded active copper particles.,Astral,"Capacity: 1000L

Diameter: 1125mm

Height: 1270mm

Diameter of Manhole: 385mm

Air Ventilation: Allows the water to maintain natural oxygen level, hence keeps it fresh and helps avoid deformations.
Threaded LID - Ensures the water is always dust-free and hygienic. It also has inner lid to provide protection from sunlight and keep the water safe and algae free.
Food Grade - The water stored is safe for drinking.
Anti Microbial - Inner layer manufactured with special Anti-viral copper shield.
 It prevents bacterial, fungal, Algae or Virus growth and keeps water fresh. 
It also helps to purify water due to presence of copper in the inner layer of tank.
UV Stabilized - The UV stabilized layer prevents degradation and helps to fight any environmental stresses, cracking, chalking or loss in the physical properties of the tank.
Built stronger - Added ribs enhance durability.
 Less bulging with full tank thereby reducing the risk of bursting under pressure.",,Immediate return for damaged goods on delivery.,10 years manufacturer warranty.,https://betterhomeapp.com/products/astral-cleo-4-layer-water-tank-1000litres
astral-vito-3-layer-water-tank-a832304xxsb-1000litres,Astral Vito 3 Layer Water Tank 1000Litres,Better Home,Hardware > Building Materials,Water Tank,Bathroom and Kitchen fixtures,True,HAWA0169 - 24469088,0,0,0,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Astral3Layer.jpg?v=1698303625,,Astral,"Capacity: 1000L

 Diameter: 1125mm

 Height: 1270mm

 Diameter of Manhole: 385mm

 Air Ventilation: Allows the water to maintain natural oxygen level hence keeps it fresh and helps avoid deformations.

 Threaded LID - Ensures the water is always dust-free and hygienic. 

 It also has inner lid to provide protection from sunlight and keep the water safe and algae free.

 Food Grade - The water stored is safe for drinking.

 Anti Microbial - Inner layer manufactured with special Anti-viral copper shield.

 It prevents bacterial, fungal, Algae or Virus growth and keeps water fresh. 

 It also helps to purify water due to presence of copper in the inner layer of tank.

 UV Stabilized - The UV stabilized layer prevents degradation and helps to fight any environmental stresses, cracking, chalking or loss in the physical properties of the tank.

 Built stronger - Added ribs enhance durability. Less bulging with full tank thereby reducing the risk of bursting under pressure.",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/astral-vito-3-layer-water-tank-a832304xxsb-1000litres
sharonply-sharon-prelam-11mm,SharonPly - Sharon Prelam - 11mm,Better Home,Home & Garden > Decor,Plywood,Furniture,True,TIPL0048 - 22110512,0,0,0,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/prelam.jpg?v=1698225239,,SharonPly,"The Plain Particle Boards are manufactured through a rigorous process wherein they are laminated on both sides with a specially formulated MF Resin (manufactured in-house) under high temperature and pressure in a fully-automated and advanced single day-light short cycle process.
 
 VIRASAFE: A specially designed surface treatment with Activated Nanoparticles that makes the product 99.99% virus safe.

 Finish: Suede & Matt.

 Standard Thickness (mm) - 11.",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/sharonply-sharon-prelam-11mm
jaquar-hand-shower-hsh-chr-1653,Jaquar Hand Shower HSH-CHR-1653,Better Home,Home & Garden > Decor,Health Faucet,Bathroom and Kitchen fixtures,True,HAHA0004-11348888,0,2000,2000,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/HAHA0004.jpg?v=1698391941,,Jaquar,Range : Maze Shower,,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-hand-shower-hsh-chr-1653
jaquar-hand-shower-hsh-chr-1721,Jaquar Hand Shower HSH-CHR-1721,Better Home,Home & Garden > Decor,Unknown,,True,HAHA0003 - 11348866,0,3680,3950,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Handshower5.jpg?v=1698207142,,Jaquar,"Type : Multi Flow
FLOW RATE (Litre Per Minute) Normal
0.5 BAR - 4.23	
1.0 BAR - 6.26	
2.0 BAR - 9.21	
3.0 BAR - 11.44

FLOW RATE (Litre Per Minute) Massage

0.5 BAR - 4.18	
1.0 BAR - 6.28		
2.0 BAR - 9.35
3.0 BAR - 11.67",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-hand-shower-hsh-chr-1721
jaquar-hand-shower-hsh-chr-1737,Jaquar Hand Shower HSH-CHR-1737,Better Home,Home & Garden > Decor,Hand Shower,Bathroom and Kitchen fixtures,True,HAHA0001-11348822,0,1350,1350,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/HSH-CHR-1737_1.jpg?v=1698480311,,Jaquar,"Type : Multi Flow

FLOW RATE (Litre Per Minute)

0.5 BAR	- 6.94	
1.0 BAR	- 10.27	
2.0 BAR	- 15.58	
3.0 BAR   - 19.89",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-hand-shower-hsh-chr-1737
jaquar-hand-shower-hsh-chr-1655,Jaquar Hand Shower HSH-CHR-1655,Better Home,Home & Garden > Decor,Hand Shower,Bathroom and Kitchen fixtures,True,SWHS1002 - 8452,0,2000,2000,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/HSH-CHR-1655.jpg?v=1698481624,,Jaquar,"Range : Maze Shower

Face Plate Stainless Steel & ABS Body in Chrome finish",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/jaquar-hand-shower-hsh-chr-1655
jaquar-hand-shower-hsh-chr-49537,Jaquar Hand Shower HSH-CHR-49537,Better Home,Home & Garden > Decor,Hand Shower,Bathroom and Kitchen fixtures,True,HAHA0002-11348850,0,1075,1075,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/HAHA0002.jpg?v=1698329390,,Jaquar,Range : Hand Shower Single Flow.,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/jaquar-hand-shower-hsh-chr-49537
jaquar-hand-shower-hsh-chr-5537n,Jaquar Hand Shower HSH-CHR-5537N,Better Home,Home & Garden > Decor,Hand Shower,Bathroom and Kitchen fixtures,True,SWHS1001 - 8401,0,975,975,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/HSH-CHR-5537N.jpg?v=1698481180,,Jaquar,"Range : Hand Shower Single Flow

Finish: Chrome",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/jaquar-hand-shower-hsh-chr-5537n
havells-ventilair-dsp-300mm-exhaust-fan,Havells Ventilair DSP 300mm Exhaust Fan,Better Home,,Unknown,,True,ELFA0911 - 22655623,0,1620,2495,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Havells300mm.jpg?v=1697807942,,Havells,"Noise Level : 45-50 db

Air Delivery (cu-mtr/min) : 900 CMM

Sweep Size (mm) : 300 mm

No. Of Blades : 3 Blades

speed (rpm) : 1350 RPM

Power : 50 Watts

Weight - 2.5 kg

Guard:	29 Spokes

Motor speeds (No.):	1

Noise level:	(45 - 50) dB",,Immediate return for damaged goods on delivery.,Manufacturer Warranty - 2 years,https://betterhomeapp.com/products/havells-ventilair-dsp-300mm-exhaust-fan
sharonply-sharon-prelam-25mm,SharonPly - Sharon Prelam - 25mm,Better Home,Home & Garden > Decor,Plywood,Furniture,True,TIPL0054 - 22110524,0,0,0,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/particleboard.jpg?v=1697805880,,SharonPly,"The Plain Particle Boards are manufactured through a rigorous process wherein they are laminated on both sides with a specially formulated MF Resin (manufactured in-house) under high temperature and pressure in a fully-automated and advanced single day-light short cycle process.

VIRASAFE: A specially designed surface treatment with Activated Nanoparticles that makes the product 99.99% virus safe.

Finish: Suede & Matt.

Standard Thickness (mm) - 25",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/sharonply-sharon-prelam-25mm
sharonply-sharon-teak,SharonPly - Sharon TEAK,Better Home,,Kitchen Appliance,,True,TIPL0059-22110541,0,0,0,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/teak.jpg?v=1697795998,,SharonPly,"Raw Materials  Cautiously assorted original Burma Teak to get the best grains and colors.

Base  Thicker face veneer used in base ply (imported Gurjan/hardwood) to give the surface a smooth finish.

Superior Surface  Produced with unique splicing technology which ensures superior surface with uniformity.

Manufacturing  Double-pressed to ensure a balanced panel for any erect vertical/horizontal application.

Durability  Adhesive as per IS:848 makes it suitable for any ambience and environment.

Resistance to Borer & Termite  The unique Kyoto formula makes the product Borer and Termite resistant.

Eco Friendly  Emission free product bonded with melamine adhesive.

Virasafe: A specially designed surface treatment with Activated Nanoparticles that makes the product over 99% virus safe.

Usage: Door skins, Cupboards, Flooring, Cladding, Partitions, Counter tops, Panelling, Ceilings, Fascia, Exotic furniture, Kitchen utensils, Landscaping, Musical instruments, Extrinsic, etc.

Finishing: Conventional or any finish depending on individual choice.

Advantage: Its appearance becomes more beautiful throughout the years.

This and its warm feeling colour makes the perfect combination to convert this veneer in an indispensable element in each project.

Providing them with the elegance of modern minimalism or may even highlighting the most classic design.

Applications: Teak enjoys a good reputation; well deserved by its high resistance and durability.

It presents great stability in changing environments.
Due to this is used above all in panelling, furniture, floors and ship decking. 

Indeed, because of its well-known value its use is increasing in the manufacture of high-value furniture and luxurious boats.",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/sharonply-sharon-teak
jaquar-concealed-body-for-single-lever-high-flow-diverter-ald-chr-079n,Jaquar Concealed Body for Single Lever High Flow Diverter ALD-CHR-079N,Better Home,Home & Garden > Bathroom Accessories,Bath Fittings,Bathroom and Kitchen fixtures,True,SAFA0394-01,0,3800,3800,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ALD-CHR-079N_1.jpg?v=1698391495,,Jaquar,"FLOW RATE (Litre Per Minute)
 0.5 BAR	: 20.76	
 1.0 BAR	: 28.50	
 2.0 BAR	: 39.96
 3.0 BAR   : 48.94",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-concealed-body-for-single-lever-high-flow-diverter-ald-chr-079n
jaquar-health-faucet-ald-chr-579,Jaquar Health Faucet ALD-579,Better Home,Home & Garden > Bathroom Accessories,Health Faucet,Bathroom and Kitchen fixtures,True,SATA0086 - 11348909,0,1350,1350,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ALD-CHR-579.jpg?v=1698481415,,Jaquar,"Type : Health Faucet

Finish : Chrome

Soft Water Flow

Advanced Water Saving Flow Regulator

Higher Longevity

Operates Smoothly",,Immediate return for damaged goods on delivery.,10 year manufacturer warranty,https://betterhomeapp.com/products/jaquar-health-faucet-ald-chr-579
jaquar-soap-dispenser-continental-acn-chr-1135n,Jaquar Soap Dispenser Continental ACN-CHR-1135N,Better Home,Home & Garden > Bathroom Accessories,Soap Dispenser,Bathroom and Kitchen fixtures,True,SWSD1002 - 7837,0,1475,1475,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Jaquar6.jpg?v=1697515899,,Jaquar,Chrome Finish,,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-soap-dispenser-continental-acn-chr-1135n
